Sigla;Código;Município;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;Região
MG;3102050;Alto Caparaó;6314,18811;5555,061802;3757,847535;2610,004415;2875,698654;3300,050527;3099,688873;3532,463135;2835,114575;3987,491942;4313,178303;3752,955713;SUDESTE
RN;2400703;Alto do Rodrigues;6514,653535;7813,482646;7406,947625;8831,301668;7388,239762;6934,521151;7320,380613;9134,003789;9165,999151;9530,929253;6778,584112;6810,947407;NORDESTE
RS;4300570;Alto Feliz;5718,898151;6180,252645;5625,073406;5081,473237;4817,690321;4761,120755;4663,103742;4846,240753;4505,481636;3975,31585;4407,548339;5875,89814;SUL
MT;5100409;Alto Garças;11129,9402;13637,95353;12054,96165;13675,69905;13957,99634;16457,41249;16505,48025;10848,78374;13494,5;16524,37177;12656,40901;12981,43773;CENTRO-OESTE
GO;5200555;Alto Horizonte;2322,680137;2381,955631;2873,020958;3327,210976;3321,132729;3272,741066;3695,176462;4871,195102;57658,54677;55417,56283;58527,41169;74709,14679;CENTRO-OESTE
MG;3153509;Alto Jequitibá;2466,948188;2691,583958;2183,132998;2240,756296;2178,591769;3107,590798;2789,10362;3113,803432;3279,100271;3157,118854;4419,821512;5923,714043;SUDESTE
PI;2200301;Alto Longá;1155,976302;1147,221433;1174,721012;1112,060611;1189,840292;1220,613715;1204,06625;1256,155314;1333,813053;1340,768364;1400,785128;1575,269169;NORDESTE
MT;5100508;Alto Paraguai;1966,079635;2266,208709;2246,62499;2749,839482;2882,494332;3622,380583;3462,255774;4537,039651;3671,48863;3664,724483;3781,629779;2914,736305;CENTRO-OESTE
RO;1100403;Alto Paraíso;3678,628151;3494,039278;3358,78001;3345,479871;4168,848395;3763,278447;4110,093796;3872,202194;4462,045437;4928,509642;4923,497993;5249,457008;NORTE
GO;5200605;Alto Paraíso de Goiás;2321,085491;2762,151066;2563,737109;2672,081641;2696,040458;2436,024994;2634,290815;2452,018751;3098,651242;3276,89111;3308,729975;3488,733851;CENTRO-OESTE
PR;4100608;Alto Paraná;3219,964783;3307,248689;3567,239197;3749,928445;4346,312924;3877,203331;3388,809382;3708,521071;3714,964625;3710,261086;3769,65964;4372,942931;SUL
MA;2100501;Alto Parnaíba;1427,781943;1570,631633;1610,950467;1840,240649;3117,486254;2867,169533;3194,37697;2198,801461;1973,370336;3845,347392;4414,107456;4089,247802;NORDESTE
PR;4100707;Alto Piquiri;3812,002796;3791,758543;3904,896979;4285,83736;5518,937897;5483,727823;4747,390038;4957,640429;5476,561843;5058,849584;5001,212111;5472,467235;SUL
MG;3102100;Alto Rio Doce;2041,647053;2070,551046;1870,062542;2048,099127;1980,959752;2007,324131;2079,51135;2035,221999;2338,538851;2495,479682;2473,852818;2686,089312;SUDESTE
ES;3200359;Alto Rio Novo;3022,241074;3366,921196;2932,784512;2699,541251;2768,054588;3181,244847;3060,212286;3740,374732;4899,259012;3916,126656;3748,359798;3300,655034;SUDESTE
CE;2300705;Alto Santo;2741,533457;2468,833435;1905,523742;2051,762303;1775,602367;1715,999325;1450,140886;1603,943269;1524,09482;1658,087118;1678,499018;2102,820196;NORDESTE
MT;5100607;Alto Taquari;17646,13126;24903,24107;20058,47132;27532,66802;53035,79115;60290,9363;58708,38338;45100,36068;46252,24414;45675,05132;37676,79565;29662,28764;CENTRO-OESTE
PR;4100509;Altônia;2852,794048;2875,243587;2750,809895;3237,010138;3703,82303;3691,569879;3922,88549;4120,133481;3264,71188;3186,710204;3294,297265;3877,167366;SUL
PI;2200400;Altos;1210,794117;1503,207599;1497,911169;1565,205481;1658,271794;1886,216919;1618,601211;1637,596769;1645,996219;1720,896568;1699,755036;1728,368736;NORDESTE
SP;3501152;Alumínio;33113,87179;27395,28532;33444,15086;30700,69778;36548,16452;56946,55374;59005,56966;62432,91951;67733,79279;54345,29946;49804,9507;47449,72574;SUDESTE
AM;1300029;Alvarães;2195,415507;1824,222134;2274,359791;3764,455575;3106,968036;2633,183371;1903,117888;2067,165614;2277,456326;1894,252463;1905,668733;1994,929794;NORTE
MG;3102209;Alvarenga;1924,88345;1883,820399;2028,891507;1881,660697;1973,656884;2056,507284;2099,887009;2241,106587;2382,130618;2284,853616;2384,317219;2581,983241;SUDESTE
SP;3501202;Álvares Florence;3900,255241;3946,818912;4603,734498;5192,718991;5269,678112;6345,094472;7134,794656;7827,934573;7681,500672;7189,021387;7028,62402;7463,936897;SUDESTE
SP;3501301;Álvares Machado;3776,486854;3236,126066;3444,429926;3711,000987;3516,86229;3391,401205;3402,732149;3527,811342;3995,158352;3914,287288;4048,068726;4445,715583;SUDESTE
SP;3501400;Álvaro de Carvalho;4764,491322;4621,51456;2984,359666;3455,122723;3059,1515;3135,56342;3068,87402;2887,198704;3732,442744;4041,684217;3521,02484;3892,531601;SUDESTE
SP;3501509;Alvinlândia;4449,594362;4133,677644;3460,495595;3673,721317;3733,800391;4292,483433;4422,015473;4405,414007;6153,852955;4779,984294;4761,610154;5559,200782;SUDESTE
MG;3102308;Alvinópolis;2766,652987;2739,771317;2714,719394;2904,861289;2794,188625;3383,312769;3606,832228;3674,615832;3883,104482;4043,816116;4062,557669;4451,631978;SUDESTE
RS;4300604;Alvorada;2279,729511;2363,305049;2385,123162;2509,04169;2361,898893;2285,294425;2364,702398;2353,637542;2553,199606;2632,897307;2719,554306;3359,84989;SUL
TO;1700707;Alvorada;2718,475097;2873,847592;3388,826551;3403,765942;3921,81107;4134,290181;4335,63272;5223,685193;5840,073788;6885,882926;7277,297404;7907,139099;NORTE
MG;3102407;Alvorada de Minas;1878,867762;1926,702445;1981,078241;2173,143162;2182,846227;2190,23366;2361,328781;2442,661408;2438,069194;2880,544891;2827,372154;3212,563356;SUDESTE
PI;2200459;Alvorada do Gurguéia;1724,311692;1538,459371;1561,026371;1463,37105;2059,734507;2323,305475;1972,676162;1932,114661;1765,078514;2587,916362;2561,653382;1892,946196;NORDESTE
GO;5200803;Alvorada do NORTE;1950,357493;2201,077925;2425,699104;2568,967081;2665,703986;2976,277999;3117,736237;3460,026214;3452,780033;3336,381784;3118,539509;3561,581967;CENTRO-OESTE
PR;4100806;Alvorada do Sul;5465,303919;4629,687428;5037,434817;5542,625457;7027,117543;6008,455589;5081,339427;5078,195867;5603,144218;6136,334022;5091,685035;4942,350425;SUL
RO;1100346;Alvorada D'Oeste;3613,591928;3640,458764;3143,435468;3420,696091;3844,929534;4086,761559;3978,827947;3876,627626;4530,509915;4556,242544;4495,360948;4746,313518;NORTE
RR;1400027;Amajari;4244,742129;4227,821609;4339,753592;4188,988228;3934,969556;3656,831303;3307,802704;4059,443004;3901,981132;3942,522156;4167,8857;4050,725777;NORTE
MS;5000609;Amambaí;3984,614702;4316,408802;4825,983029;4798,920246;5417,395254;5049,753001;4330,135859;4776,814029;5115,514758;5009,277535;4911,955303;4874,257798;CENTRO-OESTE
AP;1600105;Amapá;4272,613954;4529,336372;4506,470721;4280,753631;3943,213217;3947,729764;4129,034113;4794,145056;5425,300964;4850,128469;5008,461291;4950,85088;NORTE
MA;2100550;Amapá do Maranhão;1747,822936;1914,913128;1712,640081;1665,297767;1554,295126;1538,258825;1566,289822;1476,153725;1879,467881;2180,687355;1893,127737;2102,025719;NORDESTE
PR;4100905;Amaporã;3525,876138;3822,266344;3300,816558;4537,135733;5404,922795;5917,877691;4440,094389;4754,437429;4794,139055;4729,743683;4932,307029;5208,416022;SUL
PE;2600906;Amaraji;2338,359829;1912,488304;1881,225761;1862,052127;1776,570921;1740,452709;1765,493359;1920,423201;1984,908618;1982,549027;2165,948566;2297,72672;NORDESTE
RS;4300638;Amaral Ferrador;3469,952495;3492,678948;3848,820777;3911,834689;4470,797767;4364,226857;3600,345309;4176,070312;3902,765241;3910,803951;4518,457491;4113,855149;SUL
GO;5200829;Amaralina;2513,053653;3020,532157;2555,496191;3141,852687;3478,653471;3658,493431;3846,719801;4209,098697;4187,684558;4877,851765;4236,683012;4351,297877;CENTRO-OESTE
PI;2200509;Amarante;1164,273023;1155,56608;1353,033839;1195,262567;1203,750918;1334,928832;1264,043812;1571,266653;1682,188501;1624,071562;1763,308973;1833,666687;NORDESTE
MA;2100600;Amarante do Maranhão;1242,965374;1218,892454;1436,110441;1349,275205;1385,621811;1432,70199;1399,739708;1529,892352;1691,100144;1880,869973;1698,195414;1694,57257;NORDESTE
BA;2901007;Amargosa;1537,617978;1573,84596;1625,709638;1938,540066;1994,207152;2000,092294;2002,980573;2130,35218;2224,002466;2119,289536;2269,543818;2427,323094;NORDESTE
AM;1300060;Amaturá;3716,823942;1434,177096;1385,995417;1766,657857;1645,615796;1611,650438;1564,224885;1805,468357;2025,771794;1889,175261;1888,796286;2025,097041;NORTE
BA;2901106;Amélia Rodrigues;1871,112719;1730,442807;1615,928305;2053,607816;2069,636144;1849,702093;2215,060341;2229,978968;2464,76251;2266,653177;2408,198759;2289,892663;NORDESTE
BA;2901155;América Dourada;1343,985501;1534,412722;1285,542695;1586,194882;1402,348111;1632,464322;1627,114456;1494,403553;1637,837933;2030,250852;1895,178644;1926,27673;NORDESTE
SP;3501608;Americana;13738,6401;13569,06866;13303,57031;13893,74224;13841,16877;14480,06563;13286,03036;13592,78306;14643,44285;13480,61325;14414,34533;14106,79058;SUDESTE
GO;5200852;Americano do Brasil;2018,445661;2226,753671;2529,251397;2925,765285;3313,056938;2977,286956;2898,005703;4089,23626;6623,326881;6462,316337;5964,200324;5800,163042;CENTRO-OESTE
SP;3501707;Américo Brasiliense;6638,367934;4966,721253;5983,008987;8014,40724;8854,487163;5565,325132;6755,477006;6522,794485;7430,956458;7353,864414;8405,695485;8860,45394;SUDESTE
SP;3501806;Américo de Campos;3829,632446;3938,039252;4015,616059;4187,531628;4085,984836;4724,118372;4340,551902;4019,132441;4657,084202;4163,716434;4358,804789;4890,183086;SUDESTE
RS;4300646;Ametista do Sul;2749,280482;2737,296995;2924,034442;3263,820187;3490,590199;3305,406832;3241,267986;3243,279298;3299,931858;2935,86091;3043,665145;4124,63601;SUL
CE;2300754;Amontada;1774,131045;1936,81992;1864,514507;2017,242182;2104,367754;2083,766769;2157,587023;2279,329795;1976,232142;2288,384613;1848,141023;2083,366669;NORDESTE
GO;5200902;Amorinópolis;2245,607239;2556,955471;2559,08853;3018,271216;3481,020202;3708,129581;3722,295605;3803,761919;4706,532615;4813,298551;5267,725663;4907,287132;CENTRO-OESTE
PB;2500734;Amparo;3112,479668;1994,123175;1793,260569;1877,882636;1851,968866;1766,949912;2063,4805;2241,699605;2303,698424;2328,96015;2182,671195;2203,602626;NORDESTE
SP;3501905;Amparo;10091,96084;10336,16945;9371,751865;9242,709678;9436,37947;10601,78914;10846,02277;10719,33371;11177,84481;11122,71497;13065,38146;13713,61201;SUDESTE
SE;2800100;Amparo de São Francisco;1898,082627;1921,485795;1957,441342;2038,857828;2132,61113;2211,476855;2375,218874;2640,477032;2783,997404;2839,381508;2729,490826;2916,184343;NORDESTE
MG;3102506;Amparo do Serra;2221,621572;2282,036911;1773,91635;1797,66676;1918,49269;1925,933834;2085,795392;2188,267501;2234,867383;2312,813429;2290,588166;2358,883272;SUDESTE
PR;4101002;Ampére;4133,342829;4031,034615;3910,980157;4058,172231;4491,163658;4429,305172;4281,954042;4553,583038;4954,805237;5183,824038;5178,675915;5853,373172;SUL
AL;2700201;Anadia;1777,630052;2137,188992;1916,553463;1837,678922;1724,453504;1588,341692;1680,328071;1760,583113;1851,675276;1842,297921;1966,681839;1886,407012;NORDESTE
BA;2901205;Anagé;800,8853923;680,0564624;747,076982;1039,289463;1018,519771;1045,496262;1251,942394;1410,495198;1371,020927;1347,731792;1434,963746;1541,761957;NORDESTE
PR;4101051;Anahy;4905,430912;6251,042795;4370,645733;5571,955645;6476,178688;5890,222964;5004,477618;4915,082079;8850,871756;6529,188178;5555,125654;6591,314793;SUL
PA;1500701;Anajás;996,2754077;1131,250195;1225,149483;1419,179921;1224,847275;1144,663861;1155,643693;1195,378969;1090,539781;1090,988748;1104,868489;1226,770959;NORTE
MA;2100709;Anajatuba;1044,806201;1132,786065;1109,906073;1244,986393;1238,049718;1282,354359;1403,264473;1544,387238;1526,78819;2025,537348;1521,928541;1641,819434;NORDESTE
SP;3502002;Analândia;8974,539309;7418,718479;9679,325617;10332,12697;8948,099458;9053,616229;8942,331787;10466,15582;9223,329576;9581,469616;7503,329384;8260,688486;SUDESTE
AM;1300086;Anamã;1667,438264;1417,749581;1532,668139;1966,98172;1841,726068;2102,282617;1661,069167;2152,523652;2038,576496;2851,61625;2325,054882;2212,351455;NORTE
TO;1701002;Ananás;1952,723527;2009,808894;2429,974362;2441,185362;2581,595846;2648,541525;2558,085578;2371,595034;3051,359831;2958,582278;3023,577317;3056,537188;NORTE
PA;1500800;Ananindeua;2236,136699;2293,109688;2619,5779;2616,533267;2552,739386;2725,709496;2838,791725;2930,623485;3237,467143;3223,687157;3108,391968;3469,294671;NORTE
GO;5201108;Anápolis;5740,301991;6088,27258;6014,310091;6084,943136;5839,72207;5588,527766;5677,160863;7031,482849;8056,367998;9784,322077;11656,22776;13414,19749;CENTRO-OESTE
PA;1500859;Anapu;1381,522246;1463,485342;2140,816638;2398,27604;2705,521087;3317,083857;3775,467339;4438,909003;2050,336965;2047,441128;1831,45184;2026,283774;NORTE
MA;2100808;Anapurus;1216,756396;1627,345686;1521,206805;1489,545292;1774,712781;2476,565235;2235,724365;2562,819697;1833,171409;3112,390386;2409,741284;2288,60661;NORDESTE
MS;5000708;Anastácio;2790,648662;3277,334829;3123,053553;3310,118252;3708,344081;4048,896541;4073,364113;4506,187442;4664,494037;4595,001368;4253,937555;3930,077077;CENTRO-OESTE
MS;5000807;Anaurilândia;5322,014119;5370,549324;5367,937105;5172,565248;5276,543339;5247,259745;5161,476087;5177,435773;5339,66201;5693,690247;5892,677145;6097,751211;CENTRO-OESTE
ES;3200409;Anchieta;21949,29604;25058,06264;18415,33089;21332,77054;19606,68453;28204,90988;38688,59704;31582,29771;35519,97532;60873,88964;52378,61434;78138,7206;SUDESTE
SC;4200804;Anchieta;3775,655107;4084,652633;4068,294876;4547,717603;5391,256094;6137,935584;5879,966943;6094,568112;5604,708307;6150,277062;6278,223848;6556,492664;SUL
BA;2901304;Andaraí;936,93518;698,8528718;1077,522044;1255,960874;1258,866783;1359,017762;1335,250802;1501,864114;1608,783381;1502,524899;1622,177157;1735,437497;NORDESTE
PR;4101101;Andirá;5251,39102;5335,177277;5877,036623;6035,256005;6116,048196;5844,861;5484,378441;5113,694561;7722,83058;7631,737346;7559,664847;8059,169894;SUL
BA;2901353;Andorinha;1096,259237;1141,042617;1514,009187;1685,862717;1962,510081;2661,032845;2793,55108;2645,915206;2674,442313;3025,618721;2505,957981;3609,368743;NORDESTE
MG;3102605;Andradas;5846,369921;5914,639135;5073,190976;5255,024948;5070,013704;5463,640847;4964,807194;5391,808741;5197,066357;5847,302189;5430,925793;5907,626855;SUDESTE
SP;3502101;Andradina;6539,453164;7717,319199;7273,087264;8577,768683;6959,075166;7323,228011;6344,715977;7302,099389;7513,651834;6838,337656;8101,549536;8819,481704;SUDESTE
RS;4300661;André da Rocha;8080,283669;8316,855136;10611,56565;9454,102283;14769,0052;13481,86957;8627,918731;14112,8973;14930,6633;16879,6143;14868,31829;12909,26423;SUL
MG;3102803;Andrelândia;2778,387627;2656,018849;2718,019725;2791,231138;3435,018156;3411,432494;3382,593382;3012,917025;3375,366172;3663,452524;3569,560296;3812,088521;SUDESTE
SP;3502200;Angatuba;5653,838447;6355,845299;6181,790927;5813,81507;6325,007976;6918,228414;6336,437187;6199,282687;6647,202426;6606,592581;7706,055736;10312,37455;SUDESTE
MG;3102852;Angelândia;2015,600822;5741,361775;3023,43018;1992,534059;2219,196989;2217,322238;2719,245857;2018,337729;2608,842525;3129,685235;2699,52799;2783,522784;SUDESTE
MS;5000856;Angélica;3280,277816;3324,787178;3536,063101;3883,657345;4422,851073;4988,61784;4361,886748;5567,45784;4970,914122;6328,577872;8607,118336;9437,976003;CENTRO-OESTE
PE;2601003;Angelim;1487,833183;1590,603264;1565,072797;1539,803803;1649,483449;1533,0281;1684,362471;1793,44693;1794,628584;1740,415129;1923,583049;1840,649766;NORDESTE
SC;4200903;Angelina;3708,677076;4074,184122;4030,087448;4064,296375;4439,010094;4401,934346;4479,871806;4117,957573;4196,726187;5181,97792;5662,417001;5551,956719;SUL
BA;2901403;Angical;1603,428326;3124,631525;3020,553881;3357,142193;2206,74782;2242,072546;1844,834361;1793,875668;1864,917976;1936,95814;1984,544404;2154,162372;NORDESTE
PI;2200608;Angical do Piauí;1393,766552;1277,473781;1321,140558;1219,864977;1365,651199;1384,645612;1451,654699;1536,785353;1653,474971;1749,066295;1792,691627;1708,931946;NORDESTE
TO;1701051;Angico;1730,218868;2030,894857;1842,150107;1883,343801;2361,377991;2452,194201;2476,350464;2717,107834;2645,608194;2611,171778;2905,723025;3361,929841;NORTE
RN;2400802;Angicos;2118,159793;1976,882808;2049,477018;2053,151292;1940,140021;1814,188522;1872,27165;1988,85674;2256,119256;2247,048299;2448,563148;2671,436381;NORDESTE
RJ;3300100;Angra dos Reis;11872,31013;11643,56054;9620,295897;9393,325838;8338,6523;12362,34359;16327,6665;14384,12273;16643,36126;15111,63613;26685,75248;26787,1792;SUDESTE
BA;2901502;Anguera;1036,010138;1042,021766;1007,006056;1167,710498;1155,553137;1063,982571;1116,081318;1170,112398;1216,562567;1215,614906;1304,235844;1302,42991;NORDESTE
PR;4101150;Ângulo;4919,436467;4620,091037;5051,018655;5497,036897;6289,3452;5525,292897;4534,530782;4233,84955;5905,337929;6409,507051;5465,929055;6114,945716;SUL
GO;5201207;Anhanguera;3492,287809;3691,38;3452,29876;3478,438738;3511,289218;3697,029362;3762,462413;3895,722199;3894,401148;3958,030924;3889,853485;4390,467196;CENTRO-OESTE
SP;3502309;Anhembi;4505,061307;4404,868576;5200,251704;6512,513118;7442,365726;8521,125367;7281,058518;7239,707705;9276,724137;7546,772881;7643,898154;9275,748828;SUDESTE
SP;3502408;Anhumas;4484,303349;4312,421017;4458,346103;4490,019438;4853,601342;4642,30666;4343,191539;4616,414861;4675,631272;4599,50382;4535,026768;4970,768794;SUDESTE
GO;5201306;Anicuns;3507,197943;4233,380738;4299,912074;4936,870981;4464,62668;4684,951075;4834,673417;6055,559184;5774,060728;6149,265412;6465,061774;6116,798056;CENTRO-OESTE
PI;2200707;Anísio de Abreu;995,9952086;1073,042052;960,595132;919,2037046;1032,853808;1035,218526;1213,78733;1091,141212;1234,399266;1280,396499;1472,168826;1446,546249;NORDESTE
SC;4201000;Anita Garibaldi;2508,74049;2805,176857;2815,891647;3243,062927;3565,014224;3246,071686;3360,795211;3099,304183;3534,419508;3882,90843;3816,762931;4185,148024;SUL
SC;4201109;Anitápolis;5130,92236;6221,461664;5755,117861;6309,701374;6899,450684;6657,398784;6059,859846;6194,776094;5040,610872;6365,257453;5510,300632;5843,264642;SUL
AM;1300102;Anori;1739,752287;1363,645535;1338,146609;1545,135028;1473,092688;1486,423269;1482,320167;1916,215394;1858,647552;2477,341429;2449,151848;1999,148687;NORTE
RS;4300703;Anta Gorda;4775,988459;5492,760887;6976,375024;7438,353515;8316,440521;7474,545086;5601,590773;6325,569072;7364,504324;7448,451721;7096,302108;7966,725509;SUL
BA;2901601;Antas;1537,269362;1815,282251;1348,356441;1265,662507;1346,331361;1427,085763;1636,412863;1756,904456;1753,838808;1519,938727;1512,276789;1723,719549;NORDESTE
PR;4101200;Antonina;5623,637491;4288,187473;5430,825951;5557,269238;5182,730576;5364,185277;5509,030935;5211,01257;6431,445077;4799,736525;5115,099736;5534,546103;SUL
CE;2300804;Antonina do NORTE;1114,898784;1248,103406;1003,339392;1261,637898;1293,35705;1289,482519;1366,791031;1399,759742;1538,271833;1778,070726;1674,64499;1810,801503;NORDESTE
PI;2200806;Antônio Almeida;1502,595631;2318,443424;1939,71211;2994,305425;4042,684047;4733,151271;5257,040984;2907,201016;2839,917587;4132,175469;3372,879768;6164,826302;NORDESTE
BA;2901700;Antônio Cardoso;1221,500876;1317,861864;1212,991591;1274,025792;1753,395053;1304,727897;1451,51557;1536,367522;1515,675333;1831,904379;2011,430827;2223,812652;NORDESTE
